battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,touch_screen,wifi,network_2G,network_3G,network_4G,network_5G,price_range,price
1175,1,1.7,0,13,1,35,0.1,223,4,8,353,639,2223,7,5,13,1,0,1,0,0,0,0,4980
1636,1,0.8,1,6,0,42,0.7,189,6,17,823,1114,1334,14,0,18,1,0,1,0,0,0,0,4226
686,0,3.0,1,4,1,42,0.6,242,7,10,1123,1754,3175,18,3,7,1,0,1,0,0,0,0,7987
1306,1,1.0,1,17,0,6,0.5,132,6,15,144,1863,1918,6,1,18,0,0,0,0,1,0,0,8970
1243,1,0.7,0,1,0,16,0.3,241,8,18,1033,1424,2483,18,12,3,1,1,0,0,1,0,1,15407
1750,1,2.0,0,10,1,48,0.7,82,5,10,1067,1572,999,14,13,9,1,1,0,1,0,0,0,6089
1833,1,2.3,1,7,0,4,0.3,147,3,17,1786,1123,2684,17,16,15,1,0,1,0,0,0,0,5203
597,0,0.6,1,0,1,20,0.6,212,6,10,1409,1976,3749,9,10,7,1,1,1,0,0,0,0,6375
554,1,2.1,1,11,0,29,0.3,217,3,3,1762,1839,706,8,2,10,1,0,1,0,0,0,0,3614
1122,1,1.8,0,1,1,4,1.0,131,2,17,909,1845,1372,17,6,2,1,1,1,0,0,0,0,8080
1163,0,0.8,1,17,0,39,0.1,236,5,18,760,586,3847,10,9,6,0,0,1,0,0,0,0,2091
1257,0,0.9,1,6,0,5,0.3,175,4,12,494,1997,3740,6,10,8,0,1,1,0,0,0,0,6453
905,1,1.9,1,16,1,25,0.3,110,6,3,1516,781,2697,18,9,10,1,1,1,0,0,0,0,7143
568,1,1.2,0,13,0,32,0.5,145,6,9,1192,1263,3268,8,7,15,1,1,0,1,0,0,0,5018
1835,1,2.8,1,6,0,46,0.3,170,1,4,641,1597,1610,16,4,10,0,0,0,1,0,0,0,5972
1812,1,2.5,1,2,0,60,0.5,148,7,2,530,952,1987,11,1,5,0,1,0,0,0,1,2,41117
1250,0,3.0,0,5,0,46,0.9,244,4,15,1359,546,2736,5,14,16,1,0,1,0,0,0,0,2996
1671,0,1.1,0,19,0,60,0.7,234,6,7,1770,1619,3257,17,15,5,0,0,1,0,0,0,0,6881
1990,0,2.9,1,1,1,12,0.6,166,6,6,1880,1437,1442,15,3,4,1,1,0,1,0,0,0,4223
1767,1,1.6,0,16,0,38,0.2,112,4,18,512,530,3249,7,15,15,1,0,0,1,0,0,0,3404
1457,1,1.4,1,11,0,2,0.7,147,5,13,129,1033,3367,5,11,10,0,0,1,0,0,0,0,6498
864,1,0.6,0,11,1,10,0.2,167,3,14,1007,516,3069,6,13,20,1,0,1,0,0,0,0,7771
981,1,0.6,0,16,1,18,0.8,174,4,16,1562,1735,1163,13,11,7,1,0,0,1,0,0,0,4105
700,0,2.2,1,9,1,55,0.3,187,3,20,1537,1758,2388,14,20,4,1,1,0,1,0,0,0,2553
653,0,1.6,1,2,0,2,0.5,132,5,0,1273,891,3087,20,15,19,1,0,0,0,0,1,3,121297
1973,1,1.1,1,19,0,4,0.4,153,5,5,733,1506,3917,9,15,17,0,1,0,0,0,1,2,45356
572,0,2.0,0,17,0,48,0.9,128,8,14,946,853,2004,17,11,4,0,0,1,0,0,0,0,5700
1212,1,1.1,1,12,0,27,0.2,192,2,11,1161,804,3119,8,1,3,0,0,0,1,0,0,0,6638
795,1,1.9,1,11,1,54,0.6,193,1,20,1298,1008,1370,16,13,3,1,0,0,0,0,1,2,46920
1540,0,1.4,1,16,1,32,0.2,174,5,19,1001,1211,1763,8,10,11,0,0,1,0,0,0,0,7283
1740,1,2.6,1,3,0,27,0.7,104,8,1,463,1918,3712,12,8,16,0,0,0,0,0,1,2,35692
560,1,2.6,1,9,0,24,0.9,211,8,4,140,1954,3520,16,6,4,0,0,0,0,0,1,3,122448
1438,0,1.7,0,10,0,31,0.5,218,8,8,1967,1184,1532,7,11,9,1,0,0,0,0,1,2,23229
541,1,1.4,1,5,0,11,0.5,224,5,19,1279,1285,2069,19,16,19,1,0,0,0,1,0,1,17936
524,1,1.4,1,5,1,9,0.9,187,3,13,881,1356,1934,16,8,12,1,0,1,0,0,0,0,3937
1562,0,2.5,0,8,1,45,0.6,148,5,17,1847,676,1523,20,5,8,1,1,0,0,0,1,3,104223
630,1,1.3,1,14,0,26,0.5,163,4,7,455,1929,3010,16,11,20,1,1,1,0,0,0,0,2577
1752,0,1.0,1,1,1,23,0.6,236,2,1,1975,800,2573,8,19,8,0,0,1,0,0,0,0,2938
607,1,0.7,1,3,0,16,0.7,164,2,8,433,944,3144,6,9,3,0,0,0,1,0,0,0,7355
671,0,1.7,1,4,0,60,0.2,198,4,6,1630,1650,3346,10,8,7,0,0,1,0,0,0,0,7172
1958,0,1.7,1,16,1,42,0.8,151,6,17,172,1872,1319,16,11,6,1,1,0,0,0,1,3,90017
601,0,2.6,0,7,0,57,0.5,99,5,15,472,520,1889,20,0,15,0,1,1,0,0,0,0,3787
1365,1,1.1,0,7,1,58,0.2,106,7,20,1978,1515,2819,13,1,19,0,1,0,1,0,0,0,5604
1023,0,1.5,0,11,0,11,0.8,87,1,4,1446,1210,1312,16,18,5,1,0,0,0,1,0,1,12073
774,0,2.5,1,20,1,21,0.4,164,8,14,1019,1200,705,8,0,5,1,0,0,0,1,0,1,19378
1567,0,2.6,0,7,0,42,0.2,140,5,4,916,1943,3866,15,15,14,1,1,0,1,0,0,0,5830
1316,0,1.5,1,18,1,48,0.7,235,2,10,438,651,2988,10,15,2,1,0,0,0,0,1,2,50514
1456,0,1.6,1,2,0,24,0.9,82,1,13,1015,1683,2128,8,17,6,0,0,0,0,0,1,3,106307
1540,1,1.3,1,17,0,54,0.9,86,7,18,1080,1358,880,18,17,4,1,1,0,0,0,1,3,134418
829,1,2.8,0,20,1,54,1.0,83,6,2,497,1966,2225,6,12,20,1,0,1,0,0,0,0,4036
511,1,0.8,0,18,0,2,0.9,212,3,9,1637,595,1140,17,11,14,1,1,0,0,1,0,1,10661
1841,1,2.8,0,18,1,3,0.1,218,3,5,168,1875,3934,18,8,8,0,1,0,0,0,1,3,80866
715,1,2.2,1,14,1,59,0.4,204,7,2,988,1598,574,10,4,11,0,0,0,0,1,0,1,11212
838,1,1.8,0,5,0,20,0.8,94,5,1,1605,1377,3973,16,8,4,0,1,0,1,0,0,0,6831
1160,1,0.6,1,15,0,63,0.4,92,5,12,1873,1139,3451,11,12,3,0,0,0,0,1,0,1,14012
1604,0,1.7,0,7,0,15,0.6,197,1,17,560,1882,1651,8,15,8,0,1,0,0,0,1,3,122051
873,1,1.5,0,15,0,9,0.6,86,1,1,427,1656,1630,16,9,10,1,0,0,0,1,0,0,8848
1475,0,0.9,1,17,1,39,0.4,183,6,14,418,899,1602,15,15,13,1,0,0,1,0,0,0,3900
1209,0,2.1,1,19,0,13,0.9,85,5,4,1370,1662,743,11,13,11,1,0,0,0,1,0,0,2371
1723,1,2.9,0,15,0,27,0.6,143,2,14,1540,745,706,17,1,20,0,0,1,0,0,0,0,2751
965,0,1.9,0,10,0,28,0.5,109,3,20,454,1814,608,15,18,14,1,1,0,1,0,0,0,7930
1612,0,2.3,0,6,1,30,1.0,101,6,16,713,611,1395,12,10,11,0,1,1,0,0,0,0,8689
1791,0,0.7,1,16,0,16,0.5,232,8,1,201,1693,3258,15,18,6,0,0,1,0,0,0,0,8464
988,0,1.5,1,16,1,47,0.3,235,1,17,178,1763,3340,7,10,16,1,0,0,0,0,1,2,26903
546,1,0.8,0,11,0,54,0.6,197,8,14,56,1860,2196,19,13,4,1,0,0,0,0,1,2,51973
1811,1,2.0,0,12,1,62,0.8,163,2,19,1721,1661,2623,6,14,9,1,1,0,1,0,0,0,8421
1277,1,2.8,1,9,0,2,0.8,246,5,2,1627,1759,3492,9,6,7,1,1,0,0,0,1,2,31975
1539,1,2.2,0,6,0,61,0.8,212,4,4,1827,1293,2388,6,14,20,0,0,0,0,1,0,1,9737
1210,1,0.7,1,13,1,44,0.7,222,1,10,1929,1526,503,14,7,18,0,1,0,1,0,0,0,3154
900,1,1.4,1,0,0,29,0.3,169,6,8,945,615,3759,9,3,11,0,0,0,0,0,1,3,101272
1480,1,1.9,1,16,0,58,0.9,247,4,4,500,1995,823,14,17,2,1,1,0,0,0,1,3,137207
1609,1,1.5,1,3,0,4,0.9,200,2,0,738,1654,939,19,13,14,0,0,0,0,1,0,0,4929
749,1,2.6,1,20,1,52,0.3,185,8,13,1956,1433,3980,17,20,11,1,0,1,0,0,0,0,4329
890,1,2.5,1,4,0,19,0.2,148,7,4,111,1924,899,10,17,13,0,0,0,0,1,0,1,16676
834,0,2.0,0,19,1,53,1.0,174,3,7,1171,1724,734,12,3,3,1,1,1,0,0,0,0,2602
1128,1,1.4,1,6,1,61,0.9,156,7,20,1804,791,3016,10,1,11,0,0,0,0,0,1,3,108687
636,0,1.1,1,9,1,35,0.9,250,7,13,714,841,623,8,20,2,1,1,1,0,0,0,0,8567
1382,0,0.8,0,16,0,33,0.9,80,7,15,1401,1514,2100,7,5,2,1,1,1,0,0,0,0,6419
1187,0,1.4,1,6,1,30,0.6,229,2,5,876,1739,612,20,10,16,0,0,0,0,0,1,3,109142
1326,0,1.5,0,0,1,26,0.7,141,3,7,1938,1084,2711,18,0,2,1,0,0,1,0,0,0,7733
1226,1,2.2,1,6,0,61,0.6,233,2,1,1371,1889,1624,18,14,10,0,0,0,0,1,0,0,7294
2000,0,2.1,0,10,1,27,0.1,97,7,18,1381,1992,2482,6,11,8,1,1,0,0,0,1,3,119766
1093,1,0.7,0,8,1,40,0.8,127,1,8,1079,1941,3752,17,17,17,0,1,0,0,1,0,1,13849
1746,1,1.5,1,11,0,9,0.6,216,7,4,812,526,3868,5,4,17,1,1,0,0,1,0,1,12772
1489,0,1.0,1,2,0,20,0.7,80,1,4,1339,954,1722,6,10,14,0,1,1,0,0,0,0,2285
871,1,0.9,1,3,1,55,0.6,216,6,18,963,1417,2098,6,20,11,0,1,0,0,0,1,2,22648
1434,0,2.6,1,3,0,48,0.5,230,7,3,1208,1079,3633,19,18,19,0,1,0,1,0,0,0,5427
1494,0,0.6,0,12,0,43,0.3,186,4,15,1077,513,2670,9,0,10,0,1,0,0,1,0,0,7297
901,1,1.5,0,18,0,23,0.4,209,2,15,36,597,1315,13,16,13,1,0,0,0,1,0,0,4133
1966,1,0.9,0,9,1,30,0.2,221,7,15,1746,778,2766,5,7,14,1,0,0,1,0,0,0,8630
1114,0,2.7,1,4,1,34,0.3,117,2,6,1828,989,1900,8,15,12,0,0,0,0,1,0,0,4457
1796,1,1.9,0,6,0,39,1.0,119,8,17,1012,1484,1083,14,10,16,0,1,0,0,0,1,2,26732
1682,1,1.1,1,15,1,46,0.2,161,7,20,1293,1460,1425,11,18,11,1,0,0,1,0,0,0,5159
1675,1,1.8,1,0,0,47,0.3,95,4,0,862,1123,2067,15,10,11,0,1,0,0,0,1,2,41147
1494,0,2.3,0,11,0,36,0.6,206,7,2,731,706,2180,18,14,10,0,1,0,1,0,0,0,7303
1119,0,2.9,1,1,0,44,0.6,196,5,20,1531,1756,2449,14,7,4,0,1,0,0,1,0,1,13388
687,1,1.1,0,6,0,4,0.2,172,6,7,1251,1096,2683,7,13,17,1,1,0,1,0,0,0,8396
1621,1,2.7,1,10,0,20,0.8,213,8,0,1451,1194,423,12,0,13,0,0,0,0,0,1,2,49798
630,1,2.8,0,12,1,11,0.8,82,2,6,1893,1762,3602,7,9,18,1,1,0,1,0,0,0,5442
1304,1,2.8,1,1,1,28,0.3,93,8,6,1746,749,342,20,6,16,1,0,0,0,1,0,0,3956
1694,1,2.1,0,6,1,16,0.4,145,6,7,809,1239,409,12,17,4,1,1,1,0,0,0,0,3620
1435,0,2.1,0,14,1,12,0.9,174,2,18,1024,805,2800,17,11,6,0,0,0,0,1,0,1,15846
1485,1,1.5,1,10,0,48,0.8,165,2,16,22,1986,570,6,1,14,0,1,0,0,1,0,0,4905
682,0,2.4,1,1,0,27,0.7,193,5,10,1526,1759,2110,9,17,7,0,1,1,0,0,0,0,2662
1482,1,1.8,0,6,1,60,0.2,238,7,14,1471,1814,3937,8,20,10,1,0,0,1,0,0,0,5408
863,0,2.2,1,3,1,25,0.5,240,1,8,795,1562,978,15,6,20,0,0,0,0,1,0,1,10377
538,1,1.6,1,10,0,14,0.6,208,6,16,495,1497,2237,13,19,8,0,0,1,0,0,0,0,5739
996,0,2.3,1,1,0,33,0.3,94,4,10,899,1217,3887,7,11,14,1,1,0,0,0,1,3,122023
1872,1,2.6,0,15,0,38,0.5,116,6,5,424,682,2109,16,19,6,1,1,1,0,0,0,0,4377
1481,0,0.9,0,6,1,5,0.6,234,7,8,699,1144,3601,15,13,17,1,1,0,0,1,0,0,8394
1420,0,2.6,1,12,0,14,0.4,106,5,17,17,529,1985,9,9,5,0,0,0,0,0,1,2,42915
1920,0,1.9,1,4,0,10,0.8,91,3,19,1982,1911,3067,20,8,6,0,0,0,0,1,0,1,10468
1221,0,2.6,0,16,1,58,0.9,146,8,1,1468,1266,2565,14,14,20,0,0,1,0,0,0,0,3996
1684,0,1.6,1,20,1,50,0.4,109,3,3,1584,1666,2790,13,19,7,1,1,0,0,0,1,2,35187
515,0,1.4,0,11,1,35,0.9,175,5,17,1582,1114,2757,17,9,5,0,1,0,0,1,0,1,19210
992,1,2.8,1,18,0,57,0.2,214,8,0,626,1942,2746,10,18,2,1,0,1,0,0,0,0,4963
1949,0,1.1,1,6,0,38,0.9,113,7,10,1062,1504,3589,20,18,18,0,1,0,0,0,1,3,92679
1631,1,2.6,1,5,1,49,0.2,111,5,2,1752,573,2846,6,11,10,0,1,0,0,1,0,0,4801
1393,1,1.7,0,7,0,8,0.2,196,1,7,1233,1578,1384,5,11,17,0,1,1,0,0,0,0,7547
1973,1,1.8,0,12,0,2,0.7,118,6,4,1797,1461,2279,16,8,3,0,0,0,0,1,0,1,9302
810,1,1.3,0,4,0,61,0.5,175,7,19,210,523,605,15,19,12,0,0,0,0,1,0,1,14143
1238,1,1.9,0,1,1,59,0.9,250,8,20,564,1545,1079,5,3,6,1,0,0,0,1,0,0,8335
1693,0,1.3,1,8,1,13,0.4,250,6,4,971,927,693,11,0,14,1,1,0,1,0,0,0,8397
1045,0,0.6,1,10,0,22,0.4,210,3,10,1304,1555,2260,18,15,18,0,0,0,0,1,0,1,18485
913,0,1.2,0,5,0,12,0.6,239,7,11,1890,1362,424,16,0,16,0,0,0,0,0,1,3,104219
750,1,0.5,1,6,0,45,0.5,122,4,8,1856,838,3670,6,12,13,1,1,1,0,0,0,0,8995
1258,0,2.9,1,6,0,52,0.4,160,6,20,132,1011,3557,11,2,7,0,1,1,0,0,0,0,8210
1664,0,2.9,0,18,1,59,0.7,82,2,12,448,1593,278,5,11,14,1,1,0,1,0,0,0,8108
1797,0,1.5,1,5,1,45,0.8,153,8,19,263,1171,3291,8,8,19,0,1,0,1,0,0,0,6679
1939,0,2.3,1,10,0,45,0.9,196,2,2,1830,1611,2979,14,3,16,0,0,0,1,0,0,0,4092
1562,0,1.4,0,10,0,15,1.0,142,1,12,110,1376,536,19,1,16,1,1,0,0,1,0,0,4502
1313,1,2.2,1,6,1,35,0.3,190,8,10,1578,1070,3846,19,8,9,1,1,0,0,1,0,1,17654
528,0,2.5,1,1,0,35,0.7,119,7,10,849,1263,3025,17,19,20,0,1,0,0,0,1,3,109485
1457,1,2.9,1,18,1,26,0.5,97,8,20,1261,1742,2556,15,12,15,1,1,1,0,0,0,0,5293
976,1,1.5,0,3,0,62,0.7,146,1,19,1914,1212,659,8,13,8,1,1,1,0,0,0,0,4458
817,1,2.5,0,5,1,5,0.5,182,8,20,1480,1088,2436,19,2,15,0,1,0,0,1,0,0,3180
744,1,1.2,1,16,0,53,1.0,217,7,6,900,1266,3601,9,17,6,0,0,1,0,0,0,0,7941
1247,1,3.0,1,4,0,56,0.8,125,3,16,758,1793,2921,18,8,16,0,0,0,0,1,0,1,10039
1196,0,0.6,1,6,1,27,1.0,134,4,15,1539,1318,487,20,14,16,0,0,0,1,0,0,0,2669
771,0,2.0,0,8,1,17,0.9,154,4,13,1899,577,2848,18,9,5,1,0,0,0,1,0,1,16586
1963,0,2.1,0,0,0,11,0.9,176,5,0,860,509,334,14,16,2,0,1,0,0,0,1,3,137827
1762,1,2.2,0,0,0,46,0.8,105,1,10,896,1991,1314,19,12,18,0,1,0,0,1,0,1,19981
876,0,0.8,1,18,1,3,0.5,234,7,12,861,1859,2798,19,0,2,1,1,0,0,1,0,0,8262
765,0,2.8,1,5,1,36,0.3,245,6,0,1847,1135,1389,5,10,17,1,0,1,0,0,0,0,7910
1425,1,1.0,1,17,0,20,0.4,101,2,1,1196,1709,1600,11,4,14,0,1,0,0,1,0,0,7290
1420,1,2.1,1,9,0,7,0.1,105,6,8,192,1644,3902,15,8,19,0,1,0,0,0,1,3,122230
1882,1,1.1,1,10,1,20,0.6,242,2,12,514,1091,2631,6,6,11,1,1,0,0,1,0,1,15186
839,1,1.3,0,0,1,60,0.6,152,3,4,789,1217,3270,16,6,19,0,1,0,0,1,0,0,2888
888,0,1.9,1,0,1,54,0.6,194,2,8,967,1064,2993,19,1,18,1,0,0,1,0,0,0,7623
1076,1,1.5,1,12,1,53,1.0,130,6,12,1591,1797,2687,20,18,10,1,1,0,0,1,0,0,3788
502,1,0.9,1,4,1,52,0.9,192,8,4,1809,909,1643,15,19,15,1,1,0,0,1,0,1,9965
1952,0,0.9,0,19,0,9,0.2,225,6,14,1432,857,3559,19,17,14,0,1,0,0,1,0,1,11219
1665,0,1.5,1,0,0,15,0.4,250,4,6,1711,597,1895,17,9,15,0,0,0,0,0,1,2,57148
875,1,2.4,0,19,1,11,0.5,91,7,13,1651,1506,1693,15,4,12,1,1,1,0,0,0,0,8002
823,0,2.7,0,2,0,4,0.4,82,4,15,83,740,3621,17,15,14,0,1,0,1,0,0,0,5189
645,1,0.7,0,17,0,39,0.8,199,1,5,1694,1056,802,6,4,18,1,1,0,1,0,0,0,3413
792,1,1.5,0,8,1,30,0.6,214,8,1,797,1210,1985,12,14,4,0,1,0,0,1,0,1,10242
931,0,0.8,0,13,0,16,0.6,213,6,15,79,1637,3501,19,15,2,0,1,0,0,1,0,0,2708
1204,0,0.5,1,16,0,24,0.9,161,8,18,1601,1764,2695,13,3,6,1,1,1,0,0,0,0,8450
1448,1,2.2,1,13,0,24,0.8,124,8,4,1232,655,3429,10,13,14,0,1,0,0,1,0,1,14949
1084,1,2.0,0,3,1,19,0.2,206,7,3,521,851,1572,15,16,6,0,0,0,0,0,1,3,65373
898,1,0.9,0,4,1,47,0.7,165,3,13,1222,543,1364,5,16,6,0,0,1,0,0,0,0,3499
1316,0,1.1,0,20,0,20,0.5,194,2,5,1594,1091,1164,5,20,13,1,1,0,0,1,0,1,15196
1867,1,0.6,1,16,0,29,0.4,246,1,7,233,1835,1480,18,15,3,0,1,1,0,0,0,0,8416
1463,1,2.6,1,1,0,27,0.1,88,5,2,1842,637,940,15,8,17,1,0,0,1,0,0,0,2922
1663,1,2.9,0,4,0,11,0.5,230,8,3,243,935,2844,11,1,18,0,0,0,0,1,0,0,6166
686,1,0.8,1,3,0,48,0.4,91,5,0,1914,1253,2600,12,10,6,0,0,1,0,0,0,0,2856
560,1,1.1,1,3,0,5,0.3,195,7,1,1416,642,2359,7,14,13,0,0,1,0,0,0,0,7586
1438,0,2.7,0,5,1,56,0.7,167,2,12,1589,1523,3799,13,2,16,1,1,0,0,1,0,1,10455
1903,1,2.8,0,19,0,3,0.8,141,2,8,1469,1822,3343,8,15,7,1,1,1,0,0,0,0,8463
1209,1,1.5,1,20,0,4,0.3,183,7,11,848,761,1931,8,20,14,1,1,0,0,1,0,1,19337
1306,1,0.6,1,12,1,8,0.1,152,2,9,392,1011,2369,7,18,12,0,1,0,0,1,0,0,6422
1963,1,0.6,1,4,0,56,0.9,156,4,9,8,1172,1213,12,5,18,0,1,0,0,0,1,2,41398
1842,0,1.9,0,6,0,17,0.1,119,2,17,612,561,1938,13,13,10,0,0,0,0,0,1,2,54024
1825,0,1.5,0,19,0,32,0.9,214,5,11,1943,1946,3997,5,4,17,1,0,1,0,0,0,0,6585
1867,0,0.6,0,0,0,11,0.7,96,2,15,806,1919,3799,6,4,18,0,0,1,0,0,0,0,7542
510,1,2.0,1,13,1,20,0.4,198,6,5,714,530,2188,5,5,19,0,0,1,0,0,0,0,2214
1585,1,0.5,1,3,0,29,0.3,205,7,20,1927,1853,1860,18,17,14,1,0,0,1,0,0,0,7188
725,0,2.5,0,16,1,18,0.1,103,3,9,1176,1448,3350,8,17,12,0,1,0,0,1,0,1,12851
1676,0,1.3,1,20,0,29,0.3,81,5,14,109,1301,957,14,18,14,1,0,0,0,1,0,1,10420
1063,0,0.6,0,13,0,20,0.2,171,3,8,833,1692,3063,11,1,14,0,0,0,1,0,0,0,5783
1271,1,2.0,1,15,1,38,0.7,240,5,1,265,765,2789,18,16,13,0,1,0,1,0,0,0,4784
1833,1,1.5,0,13,0,24,0.2,228,8,17,1396,807,3742,11,0,15,0,1,1,0,0,0,0,6722
1384,0,2.9,1,15,1,21,0.6,196,1,11,1175,958,1076,16,8,14,0,1,0,0,1,0,1,18631
1766,0,1.9,1,19,1,14,0.6,132,6,2,975,1708,1143,10,12,10,0,1,0,0,0,1,2,29913
1889,0,1.2,0,7,1,14,0.4,125,5,6,1618,833,3984,17,3,15,1,1,0,0,0,1,2,40588
1853,1,2.3,0,2,0,44,0.1,124,8,8,954,1014,2175,15,4,2,0,0,0,1,0,0,0,8038
1630,1,1.2,0,18,0,12,0.1,88,6,7,1438,940,1584,20,17,10,0,1,0,1,0,0,0,4354
725,1,2.8,0,0,0,49,0.1,85,5,5,906,1172,2480,9,9,5,1,1,0,0,1,0,1,19786
1324,0,1.4,0,1,0,16,0.8,130,3,0,1669,890,2498,15,3,13,1,0,0,0,1,0,1,14639
717,0,1.9,1,14,1,18,0.4,198,3,13,1349,1434,3340,8,12,15,1,0,0,0,0,1,3,108663
1436,1,0.6,0,9,0,55,0.8,114,7,15,671,1059,1131,16,12,10,0,1,0,0,1,0,1,10591
1252,0,1.6,0,17,0,51,0.5,161,5,15,1574,753,421,17,16,4,1,1,1,0,0,0,0,6472
1005,1,2.6,0,13,1,29,0.5,226,5,3,175,1858,1429,20,7,7,1,0,0,1,0,0,0,5181
758,0,2.5,0,16,1,20,0.6,104,4,5,524,1923,3668,18,3,4,1,1,0,0,0,1,2,55267
553,0,1.1,0,12,0,5,0.7,218,6,14,1338,1689,812,12,2,2,1,1,0,0,0,1,2,34113
1570,0,1.1,1,0,1,23,0.3,96,6,7,1090,1783,1453,11,10,4,0,1,1,0,0,0,0,2382
1226,0,2.5,0,4,1,23,0.2,115,6,0,951,1527,2470,15,11,15,1,1,0,0,1,0,0,8735
1188,1,2.8,0,12,1,56,0.6,175,6,12,1783,618,964,15,8,3,1,1,0,0,1,0,1,10694
1622,0,0.7,0,13,1,38,0.4,100,1,17,1576,1495,973,14,14,13,0,0,0,1,0,0,0,6298
1543,1,1.6,1,2,1,40,0.5,97,1,17,1207,969,3921,5,12,11,0,0,1,0,0,0,0,3848
918,1,1.3,1,14,0,35,0.7,225,8,12,1058,1993,1859,10,4,14,1,1,0,0,0,1,3,144071
1189,1,2.7,0,18,0,34,0.5,80,2,13,1957,1284,2400,18,4,5,0,1,1,0,0,0,0,8081
1349,0,0.7,0,16,0,45,0.7,221,5,10,504,1593,2982,6,18,20,1,0,0,0,0,1,3,134210
561,1,1.0,1,2,0,43,0.6,215,5,6,848,1193,2707,8,10,2,0,0,1,0,0,0,0,5447
1668,1,2.4,1,15,0,41,0.8,130,5,17,962,1364,1356,9,8,12,0,0,0,0,1,0,1,14980
715,1,0.6,1,13,0,34,0.7,158,5,20,1825,1275,2275,12,2,17,1,1,0,0,0,1,3,141190
502,0,1.7,0,11,0,13,0.6,241,6,3,1099,1893,1516,10,17,20,0,0,0,1,0,0,0,5197
659,0,1.6,0,11,1,3,0.7,115,6,16,471,680,546,15,12,20,0,1,1,0,0,0,0,2378
1280,1,1.3,1,10,0,60,0.9,141,1,18,1605,1528,2439,6,11,13,1,1,0,0,1,0,1,18979
1643,0,1.5,0,16,0,29,0.5,208,3,13,1769,1720,3192,9,8,4,1,1,0,0,0,1,2,43664
1392,1,1.8,1,7,0,11,0.5,164,4,9,522,546,3184,19,9,19,0,1,0,0,1,0,1,18928
1612,1,0.9,1,16,1,23,0.8,121,6,5,879,1133,2670,9,12,18,0,1,1,0,0,0,0,8863
828,0,1.9,1,20,0,18,0.6,80,6,17,1306,1663,2851,10,19,6,1,0,0,1,0,0,0,7152
1079,1,2.5,0,19,0,27,0.2,133,7,3,1839,1950,3205,5,19,17,0,0,0,1,0,0,0,2513
1880,0,2.4,1,10,1,4,0.9,179,6,10,1559,1088,2551,12,12,15,1,0,1,0,0,0,0,8234
1790,0,0.9,1,1,0,8,0.1,118,3,12,273,809,3069,7,8,20,0,0,0,0,0,1,2,27013
1451,1,0.9,0,9,0,45,0.8,237,3,7,1562,773,1493,9,9,7,0,1,0,0,1,0,1,10718
1846,0,1.2,1,9,1,9,0.8,86,1,9,53,1339,2373,11,18,4,1,0,0,0,1,0,0,2469
1134,0,1.4,0,10,0,21,1.0,229,6,10,1078,1913,1001,7,5,7,1,0,0,0,0,1,2,42128
1487,1,1.5,1,5,1,13,0.1,200,8,2,887,958,3299,18,6,13,0,0,1,0,0,0,0,7728
1718,1,2.2,0,3,0,36,0.6,124,7,14,744,1232,2632,14,14,12,0,0,0,0,1,0,1,13577
1420,0,0.6,1,11,0,18,0.5,153,4,7,276,860,3343,19,18,8,0,0,0,0,1,0,1,15248
1237,0,0.6,1,10,0,29,0.4,199,5,19,1466,1517,3814,17,13,2,0,0,1,0,0,0,0,4302
1855,1,1.5,1,12,1,42,0.2,151,6,17,882,1592,1453,19,15,17,1,1,0,0,1,0,1,17240
669,0,2.2,1,4,1,11,0.6,217,1,20,1441,1161,954,10,13,17,0,1,0,0,0,1,3,128774
1020,0,1.0,1,5,1,23,0.5,221,1,0,631,1198,3109,9,19,18,0,0,0,0,0,1,2,49709
1986,0,2.1,0,0,0,39,0.2,125,8,7,1248,1954,2577,11,1,16,1,1,1,0,0,0,0,8545
539,0,1.1,0,5,0,58,0.7,202,4,2,569,1384,779,14,8,10,1,1,1,0,0,0,0,7644
1784,0,2.7,1,17,1,34,0.8,197,7,0,1278,1257,2101,19,2,6,1,1,0,0,0,1,3,133839
1918,0,2.7,1,8,1,23,0.8,154,2,19,175,1555,2522,15,5,9,0,1,1,0,0,0,0,5072
1454,0,1.2,1,14,0,45,0.9,85,1,15,565,1120,1279,7,4,2,1,1,0,0,0,1,2,28279
1749,1,1.1,0,7,0,38,0.5,100,3,8,1169,681,2816,17,13,8,1,0,0,0,0,1,2,40473
1483,1,1.5,0,18,0,14,1.0,226,3,16,770,1185,3726,18,14,12,0,1,0,0,0,1,3,79655
1647,1,1.1,1,15,0,28,0.9,182,5,15,1687,1180,3438,6,17,14,1,1,0,0,1,0,0,4894
1474,1,2.2,0,5,1,16,0.4,167,1,5,1408,747,2266,8,16,14,1,0,1,0,0,0,0,7994
537,1,2.6,1,5,0,23,0.2,178,7,6,261,1119,719,7,8,8,0,1,0,0,1,0,1,13128
827,0,2.2,1,2,0,31,0.5,141,5,15,530,1820,1920,19,18,12,1,1,1,0,0,0,0,2617
1774,0,2.6,1,9,0,44,0.5,186,1,7,1877,529,3420,8,8,19,0,0,0,1,0,0,0,5677
1699,0,1.5,0,0,0,41,0.6,162,4,9,1394,1825,706,11,15,2,1,1,0,0,1,0,1,10203
